Risk_Categories,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,declarationYear,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,disaster_count
Moderate Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,23,99023,Choctaw (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,68
Severe Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,27,99027,Clay (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,393
Low Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,37,99037,Coosa (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,23
Low Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,51,99051,Elmore (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,35
Low Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,65,99065,Hale (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,38
Moderate Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,85,99085,Lowndes (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,59
Severe Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,99,99099,Monroe (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,348
High Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,111,99111,Randolph (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,155
Low Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,0,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,121,99121,Talladega (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,25
Moderate Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,1,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,25,99025,Clarke (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,98
Moderate Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,1,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,47,99047,Dallas (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,119
Low Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,1,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,91,99091,Marengo (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,20
Low Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,1,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,97,99097,Mobile (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,40
High Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,1,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,105,99105,Perry (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,232
Severe Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,1,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,129,99129,Washington (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,572
Low Risk,DR-4573-AL,4573,AL,DR,12/10/2020,2020,2021,Hurricane,HURRICANE ZETA,1,0,1,1,10/28/2020 12:00:00 AM,10/29/2020 12:00:00 AM,,0,1,131,99131,Wilcox (County),20320,2/8/2021 12:00:00 AM,2020102601,4,,8/27/2024 6:22:15 PM,39
Low Risk,DR-4572-TX,4572,TX,DR,12/9/2020,2020,2021,Hurricane,HURRICANE LAURA,0,0,1,1,8/23/2020 12:00:00 AM,8/27/2020 12:00:00 AM,,0,48,167,99167,Galveston (County),20305,,2020081804,6,,8/27/2024 6:22:15 PM,31
High Risk,DR-4572-TX,4572,TX,DR,12/9/2020,2020,2021,Hurricane,HURRICANE LAURA,0,0,1,1,8/23/2020 12:00:00 AM,8/27/2020 12:00:00 AM,,0,48,241,99241,Jasper (County),20305,,2020081804,6,,8/27/2024 6:22:15 PM,162
Severe Risk,DR-4572-TX,4572,TX,DR,12/9/2020,2020,2021,Hurricane,HURRICANE LAURA,0,0,1,1,8/23/2020 12:00:00 AM,8/27/2020 12:00:00 AM,,0,48,245,99245,Jefferson (County),20305,,2020081804,6,,8/27/2024 6:22:15 PM,517
Moderate Risk,DR-4572-TX,4572,TX,DR,12/9/2020,2020,2021,Hurricane,HURRICANE LAURA,0,0,1,1,8/23/2020 12:00:00 AM,8/27/2020 12:00:00 AM,,0,48,351,99351,Newton (County),20305,,2020081804,6,,8/27/2024 6:22:15 PM,142
High Risk,DR-4572-TX,4572,TX,DR,12/9/2020,2020,2021,Hurricane,HURRICANE LAURA,0,0,1,1,8/23/2020 12:00:00 AM,8/27/2020 12:00:00 AM,,0,48,361,99361,Orange (County),20305,,2020081804,6,,8/27/2024 6:22:15 PM,242
Low Risk,DR-4571-PR,4571,PR,DR,11/5/2020,2020,2021,Flood,SEVERE STORM AND FLOODING,1,0,0,0,9/13/2020 12:00:00 AM,9/13/2020 12:00:00 AM,,0,72,13,99013,Arecibo (Municipio),20315,1/4/2021 12:00:00 AM,2020101901,2,,8/27/2024 6:22:15 PM,28
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,5,99005,Ascension (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,48
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,7,99007,Assumption (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,48
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,9,99009,Avoyelles (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,40
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,13,99013,Bienville (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,33
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,15,99015,Bossier (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,35
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,17,99017,Caddo (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,34
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,21,99021,Caldwell (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,36
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,25,99025,Catahoula (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,43
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,27,99027,Claiborne (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,33
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,29,99029,Concordia (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,36
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,31,99031,De Soto (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,31
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,33,99033,East Baton Rouge (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,46
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,35,99035,East Carroll (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,30
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,37,99037,East Feliciana (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,39
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,39,99039,Evangeline (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,34
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,41,99041,Franklin (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,40
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,43,99043,Grant (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,36
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,47,99047,Iberville (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,46
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,49,99049,Jackson (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,25
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,51,99051,Jefferson (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,49
Moderate Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,57,99057,Lafourche (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,52
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,59,99059,La Salle (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,37
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,61,99061,Lincoln (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,33
Moderate Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,63,99063,Livingston (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,51
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,65,99065,Madison (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,31
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,67,99067,Morehouse (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,33
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,69,99069,Natchitoches (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,40
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,71,99071,Orleans (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,38
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,73,99073,Ouachita (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,42
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,75,99075,Plaquemines (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,44
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,77,99077,Pointe Coupee (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,45
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,81,99081,Red River (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,30
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,83,99083,Richland (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,34
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,85,99085,Sabine (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,32
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,87,99087,St. Bernard (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,47
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,89,99089,St. Charles (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,50
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,91,99091,St. Helena (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,38
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,93,99093,St. James (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,43
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,95,99095,St. John the Baptist (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,45
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,101,99101,St. Mary (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,48
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,103,99103,St. Tammany (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,48
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,105,99105,Tangipahoa (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,47
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,107,99107,Tensas (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,27
Moderate Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,109,99109,Terrebonne (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,51
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,111,99111,Union (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,34
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,115,99115,Vernon (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,38
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,117,99117,Washington (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,40
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,119,99119,Webster (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,35
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,121,99121,West Baton Rouge (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,37
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,123,99123,West Carroll (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,29
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,125,99125,West Feliciana (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,43
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,0,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,127,99127,Winn (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,30
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,1,99001,Acadia (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,41
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,3,99003,Allen (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,39
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,11,99011,Beauregard (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,42
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,19,99019,Calcasieu (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,41
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,23,99023,Cameron (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,38
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,45,99045,Iberia (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,42
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,53,99053,Jefferson Davis (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,41
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,55,99055,Lafayette (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,42
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,79,99079,Rapides (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,48
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,97,99097,St. Landry (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,44
Moderate Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,99,99099,St. Martin (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,53
Low Risk,DR-4570-LA,4570,LA,DR,10/16/2020,2020,2021,Hurricane,HURRICANE DELTA,1,0,1,1,10/6/2020 12:00:00 AM,10/10/2020 12:00:00 AM,,0,22,113,99113,Vermilion (Parish),20311,12/16/2020 12:00:00 AM,2020100501,6,,8/27/2024 6:22:15 PM,45
Low Risk,DR-4569-CA,4569,CA,DR,10/16/2020,2020,2021,Fire,WILDFIRES,0,0,1,1,9/4/2020 12:00:00 AM,11/17/2020 12:00:00 AM,,0,6,15,99015,Del Norte (County),20302,12/16/2020 12:00:00 AM,2020100301,9,,8/27/2024 6:22:15 PM,21
